TEAM	MATCH_UP	GAME_DATE	W/L	MIN	OFFRTG	DEFRTG	NETRTG	AST%	AST/TO	ASTRAT	OREB%	DREB%	REB%	TOV%	EFG%	TS%	PACE	PIE
MEM	MEM vs. NOP	11/25/2022	W	48	130.7	108.8	21.9	55.3	1.86	18.2	32.7	72.0	52.5	13.9	61.5	64.2	101.50	55.4
GSW	GSW vs. UTA	11/25/2022	W	48	124.0	114.6	9.5	63.5	1.57	20.9	42.0	68.6	55.4	20.2	61.4	62.2	103.50	52.5
PHI	PHI @ ORL	11/25/2022	W	48	113.8	105.3	8.5	64.1	1.56	18.7	34.1	70.8	53.3	17.0	56.1	59.5	94.00	55.5
SAC	SAC @ BOS	11/25/2022	L	48	103.0	123.2	-20.3	55.6	1.11	14.6	32.1	86.0	56.3	17.8	46.6	52.8	100.00	38.7
CLE	CLE @ MIL	11/25/2022	L	48	107.4	120.6	-13.3	35.3	1.33	10.0	25.9	75.0	48.0	9.5	46.0	51.8	96.00	41.5
MIL	MIL vs. CLE	11/25/2022	W	48	120.6	107.4	13.3	64.3	2.08	20.0	25.0	74.1	52.0	13.4	59.6	62.2	96.00	58.5
CHI	CHI @ OKC	11/25/2022	L	53	108.2	111.8	-3.6	56.8	1.67	16.6	27.6	73.1	49.1	13.6	49.5	53.5	99.62	44.7
LAL	LAL @ SAS	11/25/2022	W	48	102.9	92.2	10.8	70.0	1.27	19.4	30.4	65.6	50.9	21.6	53.0	57.2	102.00	61.4
BOS	BOS vs. SAC	11/25/2022	W	48	123.2	103.0	20.3	65.9	2.70	20.5	14.0	67.9	43.8	10.1	59.0	64.3	100.00	61.3
NOP	NOP @ MEM	11/25/2022	L	48	108.8	130.7	-21.9	70.3	2.00	18.4	28.0	67.3	47.5	12.7	48.8	55.7	101.50	44.6
NYK	NYK vs. POR	11/25/2022	L	53	118.3	120.0	-1.7	58.7	2.70	17.4	31.7	67.3	47.7	9.2	50.0	55.0	99.17	46.7
MIN	MIN @ CHA	11/25/2022	L	48	100.0	100.9	-0.9	58.5	1.50	16.6	23.2	71.2	46.3	14.8	47.4	52.0	108.50	47.1
UTA	UTA @ GSW	11/25/2022	L	48	114.6	124.0	-9.5	60.9	2.15	19.0	31.4	58.0	44.6	12.6	53.1	56.5	103.50	47.5
PHX	PHX vs. DET	11/25/2022	W	48	108.0	103.0	5.0	59.5	1.92	17.9	31.3	61.1	47.1	13.0	52.3	54.9	99.50	56.1
ATL	ATL @ HOU	11/25/2022	L	48	115.1	123.1	-8.0	35.9	1.00	10.9	18.8	49.0	34.0	13.2	56.7	62.3	105.00	43.5
DET	DET @ PHX	11/25/2022	L	48	103.0	108.0	-5.0	53.8	1.11	15.0	38.9	68.8	52.9	19.2	47.3	51.5	99.50	43.9
WAS	WAS @ MIA	11/25/2022	L	48	109.2	113.4	-4.2	67.5	2.25	18.8	33.9	70.8	51.0	12.2	48.9	52.6	97.50	49.1
ORL	ORL vs. PHI	11/25/2022	L	48	105.3	113.8	-8.5	58.8	1.43	15.6	29.2	65.9	46.7	14.9	48.1	53.9	94.00	44.5
LAC	LAC vs. DEN	11/25/2022	L	48	111.8	122.6	-10.8	59.5	1.57	18.0	19.4	70.2	48.2	15.1	62.5	62.7	93.00	44.0
HOU	HOU vs. ATL	11/25/2022	W	48	123.1	115.1	8.0	61.0	1.14	16.2	51.0	81.3	66.0	21.2	54.0	60.9	105.00	56.5
IND	IND vs. BKN	11/25/2022	W	48	121.9	111.4	10.5	65.1	2.80	19.7	19.6	85.7	51.1	9.5	57.0	62.3	105.00	59.0
BKN	BKN @ IND	11/25/2022	L	48	111.4	121.9	-10.5	57.4	1.42	19.6	14.3	80.4	48.9	18.1	61.9	63.3	105.00	41.0
MIL	MIL vs. CHI	11/23/2022	L	48	108.7	114.6	-5.9	58.5	1.20	16.6	33.3	84.8	57.0	19.2	52.2	55.9	103.50	45.1
MIA	MIA vs. WAS	11/23/2022	W	48	113.0	106.1	6.9	51.3	1.54	14.5	32.1	77.4	54.1	13.0	50.5	55.0	99.50	52.2
POR	POR @ CLE	11/23/2022	L	48	106.7	128.1	-21.4	80.0	1.65	21.5	27.9	65.7	44.9	18.9	53.2	57.3	89.50	41.7
SAS	SAS vs. NOP	11/23/2022	L	48	103.8	120.6	-16.8	75.6	1.55	20.8	26.0	73.2	47.3	18.9	54.1	56.5	106.50	41.7
OKC	OKC vs. DEN	11/23/2022	L	53	117.8	122.4	-4.7	61.9	2.60	17.4	28.6	60.0	43.4	9.3	52.6	57.6	96.91	45.2
ATL	ATL vs. SAC	11/23/2022	W	48	109.5	101.9	7.6	56.1	1.77	16.4	25.0	72.2	49.1	12.4	50.5	56.3	104.50	54.9
NOP	NOP @ SAS	11/23/2022	W	48	120.6	103.8	16.8	70.2	1.57	22.0	26.8	74.0	52.7	19.6	65.9	67.8	106.50	58.3
DET	DET @ UTA	11/23/2022	W	48	131.6	120.8	10.7	54.5	3.43	18.0	30.4	70.5	50.0	7.4	56.2	62.0	95.50	52.7
CLE	CLE vs. POR	11/23/2022	W	48	128.1	106.7	21.4	53.7	1.29	18.0	34.3	72.1	55.1	19.1	63.5	67.8	89.50	58.3
SAC	SAC @ ATL	11/23/2022	L	48	101.9	109.5	-7.6	65.9	1.42	18.6	27.8	75.0	50.9	18.3	51.1	53.9	104.50	45.1
CHI	CHI @ MIL	11/23/2022	W	48	114.6	108.7	5.9	69.8	2.31	21.4	15.2	66.7	43.0	12.6	59.8	62.2	103.50	54.9
BOS	BOS vs. DAL	11/23/2022	W	48	128.9	114.3	14.6	64.4	2.42	21.6	20.5	78.6	50.6	12.4	63.7	67.0	97.50	57.8
BKN	BKN @ TOR	11/23/2022	W	48	115.5	100.0	15.5	71.1	1.52	23.4	23.7	56.5	44.9	21.6	65.2	65.8	97.50	61.5
DEN	DEN @ OKC	11/23/2022	W	53	122.4	117.8	4.7	73.8	1.63	19.6	40.0	71.4	56.6	17.8	55.7	61.8	96.91	54.8
PHI	PHI @ CHA	11/23/2022	L	48	100.0	104.9	-4.9	52.6	1.05	15.0	26.5	70.9	50.0	18.8	49.4	53.8	101.50	46.7
TOR	TOR vs. BKN	11/23/2022	L	48	100.0	115.5	-15.5	44.4	1.14	11.1	43.5	76.3	55.1	14.3	39.1	43.8	97.50	38.5
GSW	GSW vs. LAC	11/23/2022	W	48	121.6	104.9	16.7	75.0	2.77	23.5	30.0	66.7	48.5	12.7	59.3	60.4	102.00	58.7
UTA	UTA vs. DET	11/23/2022	L	48	120.8	131.6	-10.7	75.6	1.94	22.1	29.5	69.6	50.0	16.7	60.2	63.5	95.50	47.3
DAL	DAL @ BOS	11/23/2022	L	48	114.3	128.9	-14.6	45.5	1.43	15.7	21.4	79.5	49.4	14.3	60.4	61.4	97.50	42.2
MIN	MIN @ IND	11/23/2022	W	48	115.0	101.0	14.0	66.0	1.35	22.1	32.3	70.0	57.1	23.0	66.2	68.1	100.00	63.6
LAC	LAC @ GSW	11/23/2022	L	48	104.9	121.6	-16.7	56.4	1.29	15.6	33.3	70.0	51.5	16.7	51.1	54.1	102.00	41.3
WAS	WAS @ MIA	11/23/2022	L	48	106.1	113.0	-6.9	64.3	1.93	19.7	22.6	67.9	45.9	14.1	52.8	53.9	99.50	47.8
CHA	CHA vs. PHI	11/23/2022	W	48	104.9	100.0	4.9	56.8	1.56	17.7	29.1	73.5	50.0	15.7	51.1	52.8	101.50	53.3
IND	IND vs. MIN	11/23/2022	L	48	101.0	115.0	-14.0	67.6	1.92	17.5	30.0	67.7	42.9	13.0	46.9	49.0	100.00	36.4
PHX	PHX vs. LAL	11/22/2022	W	48	106.5	95.5	11.0	47.9	1.53	16.2	21.8	80.8	50.5	13.9	54.9	55.2	109.00	52.2
SAC	SAC @ MEM	11/22/2022	W	48	104.6	100.9	3.7	69.2	1.35	18.1	28.3	72.7	50.9	18.5	51.7	55.5	108.00	49.2
BKN	BKN @ PHI	11/22/2022	L	48	111.6	123.7	-12.1	70.5	2.07	23.1	21.1	57.9	43.2	15.8	60.6	61.8	94.00	52.0
DET	DET @ DEN	11/22/2022	W	48	113.4	113.7	-0.3	60.0	1.69	19.4	34.9	60.4	48.4	16.5	55.7	58.4	96.00	51.3
DEN	DEN vs. DET	11/22/2022	L	48	113.7	113.4	0.3	65.1	1.56	19.7	39.6	65.1	51.6	18.9	52.9	55.4	96.00	48.7
PHI	PHI vs. BKN	11/22/2022	W	48	123.7	111.6	12.1	44.2	1.90	14.0	42.1	78.9	56.8	10.8	51.5	54.2	94.00	48.0
MEM	MEM vs. SAC	11/22/2022	L	48	100.9	104.6	-3.7	63.4	1.44	17.4	27.3	71.7	49.1	16.7	49.5	52.3	108.00	50.8
LAL	LAL @ PHX	11/22/2022	L	48	95.5	106.5	-11.0	52.8	1.12	13.7	19.2	78.2	49.5	15.5	44.7	52.3	109.00	47.8
GSW	GSW @ NOP	11/21/2022	L	48	81.4	125.5	-44.1	60.7	0.63	13.4	17.0	70.2	43.6	26.5	44.6	50.4	102.00	25.5
POR	POR @ MIL	11/21/2022	L	48	108.8	114.4	-5.6	43.2	1.19	14.0	29.4	73.8	49.5	15.7	51.6	54.8	103.00	40.5
ATL	ATL @ CLE	11/21/2022	L	48	104.1	115.2	-11.1	63.2	1.41	17.6	30.0	86.2	50.6	17.3	50.0	54.0	98.50	40.9
MIN	MIN vs. MIA	11/21/2022	W	48	101.0	97.1	3.8	81.1	1.67	21.1	18.8	70.2	46.7	17.3	51.8	56.0	104.00	53.4
OKC	OKC vs. NYK	11/21/2022	L	48	115.5	124.0	-8.5	58.1	1.79	17.6	28.0	62.0	45.0	13.6	53.4	58.3	103.50	47.8
UTA	UTA @ LAC	11/21/2022	L	48	115.2	123.5	-8.3	55.0	1.29	15.6	40.0	64.4	51.6	17.2	51.7	57.3	98.50	47.0
ORL	ORL @ IND	11/21/2022	L	48	101.0	123.0	-22.0	55.6	1.18	14.8	27.5	66.7	45.8	16.8	48.8	53.1	100.50	36.5
MIA	MIA @ MIN	11/21/2022	L	48	97.1	101.0	-3.8	74.3	1.73	17.7	29.8	81.3	53.3	14.4	45.0	48.9	104.00	46.6
LAC	LAC vs. UTA	11/21/2022	W	48	123.5	115.2	8.3	55.3	1.63	18.6	35.6	60.0	48.4	16.3	56.6	60.9	98.50	53.0
NYK	NYK @ OKC	11/21/2022	W	48	124.0	115.5	8.5	41.2	1.40	14.9	38.0	72.0	55.0	14.4	58.2	61.0	103.50	52.2
BOS	BOS @ CHI	11/21/2022	L	48	104.9	117.5	-12.6	73.7	1.87	20.4	13.5	72.3	41.4	14.7	54.6	56.6	102.50	41.9
NOP	NOP vs. GSW	11/21/2022	W	48	125.5	81.4	44.1	61.2	2.14	20.5	29.8	83.0	56.4	13.7	62.1	63.8	102.00	74.5
CHI	CHI vs. BOS	11/21/2022	W	48	117.5	104.9	12.6	56.5	1.73	18.6	27.7	86.5	58.6	14.6	59.6	61.9	102.50	58.1
CLE	CLE vs. ATL	11/21/2022	W	48	115.2	104.1	11.1	57.1	1.20	18.9	13.8	70.0	49.4	20.2	67.1	71.1	98.50	59.1
IND	IND vs. ORL	11/21/2022	W	48	123.0	101.0	22.0	74.4	1.52	21.8	33.3	72.5	54.2	21.0	57.6	62.8	100.50	63.5
MIL	MIL vs. POR	11/21/2022	W	48	114.4	108.8	5.6	66.0	2.21	21.2	26.2	70.6	50.5	13.5	59.9	61.3	103.00	59.5
CHA	CHA @ WAS	11/20/2022	L	48	100.0	105.0	-5.0	48.7	1.46	13.0	39.7	67.3	52.5	12.7	43.0	46.3	101.50	46.1
DAL	DAL vs. DEN	11/20/2022	L	48	102.1	103.2	-1.1	68.6	1.85	18.9	16.7	76.7	45.1	13.7	54.5	55.6	95.00	45.3
DEN	DEN @ DAL	11/20/2022	W	48	103.2	102.1	1.1	59.5	1.38	17.3	23.3	83.3	54.9	16.8	53.2	56.7	95.00	54.7
HOU	HOU vs. GSW	11/20/2022	L	48	117.6	124.5	-6.9	58.5	1.71	17.0	31.4	79.1	53.2	13.7	53.9	58.9	102.00	47.8
MEM	MEM @ BKN	11/20/2022	L	48	109.5	121.0	-11.4	65.1	2.80	18.5	28.1	86.1	49.0	9.5	49.5	51.0	105.00	44.0
SAC	SAC vs. DET	11/20/2022	W	48	134.3	127.7	6.6	61.7	2.64	20.3	30.8	77.3	55.4	10.8	62.4	68.2	101.50	56.8
PHX	PHX vs. NYK	11/20/2022	W	48	122.1	99.0	23.1	81.4	2.69	22.3	45.0	73.6	58.4	13.7	51.0	53.3	95.50	59.4
DET	DET @ SAC	11/20/2022	L	48	127.7	134.3	-6.6	42.6	1.67	15.3	22.7	69.2	44.6	11.9	61.2	65.1	101.50	43.2
WAS	WAS vs. CHA	11/20/2022	W	48	105.0	100.0	5.0	47.5	1.12	13.8	32.7	60.3	47.5	16.8	50.0	52.5	101.50	53.9
BKN	BKN vs. MEM	11/20/2022	W	48	121.0	109.5	11.4	66.0	1.74	23.1	13.9	71.9	51.0	18.1	69.9	70.9	105.00	56.0
NYK	NYK @ PHX	11/20/2022	L	48	99.0	122.1	-23.1	58.8	1.82	15.4	26.4	55.0	41.6	11.5	44.1	49.5	95.50	40.6
GSW	GSW @ HOU	11/20/2022	W	48	124.5	117.6	6.9	82.6	2.24	25.7	20.9	68.6	46.8	16.7	67.4	68.6	102.00	52.2
CLE	CLE vs. MIA	11/20/2022	W	48	118.9	91.6	27.4	70.5	1.55	21.8	43.6	74.0	60.7	21.1	60.8	62.7	95.00	67.5
LAL	LAL vs. SAS	11/20/2022	W	48	118.3	88.5	29.8	64.4	1.93	20.6	19.5	76.8	55.5	14.4	60.0	64.4	104.00	68.4
MIA	MIA @ CLE	11/20/2022	L	48	91.6	118.9	-27.4	54.8	1.06	13.6	26.0	56.4	39.3	16.8	42.5	48.5	95.00	32.5
SAS	SAS @ LAL	11/20/2022	L	48	88.5	118.3	-29.8	63.4	2.60	17.8	23.2	80.5	44.5	9.6	42.4	42.0	104.00	31.6
UTA	UTA @ POR	11/19/2022	W	48	116.8	111.9	5.0	54.8	1.77	16.8	28.6	70.2	49.0	12.9	53.8	58.3	101.00	49.1
POR	POR vs. UTA	11/19/2022	L	48	111.9	116.8	-5.0	69.2	1.50	19.0	29.8	71.4	51.0	17.8	54.8	59.5	101.00	50.9
PHI	PHI vs. MIN	11/19/2022	L	48	103.8	107.7	-3.9	61.8	0.95	16.2	10.0	77.1	46.6	21.0	57.7	64.1	104.50	48.5
MIN	MIN @ PHI	11/19/2022	W	48	107.7	103.8	3.9	70.0	1.40	19.6	22.9	90.0	53.4	19.2	54.1	58.6	104.50	51.5
TOR	TOR @ ATL	11/19/2022	L	53	109.9	109.7	0.2	56.3	1.93	17.1	32.3	76.0	51.8	12.6	48.1	51.8	101.43	48.0
ATL	ATL vs. TOR	11/19/2022	W	53	109.7	109.9	-0.2	50.0	1.53	15.5	24.0	67.7	48.2	13.3	53.8	58.4	101.43	52.0
ORL	ORL @ IND	11/19/2022	L	48	115.3	117.5	-2.2	41.0	1.45	12.0	33.9	64.7	48.6	11.2	51.6	55.2	97.50	47.5
IND	IND vs. ORL	11/19/2022	W	48	117.5	115.3	2.2	65.9	1.80	19.1	35.3	66.1	51.4	15.5	55.6	58.0	97.50	52.5
SAS	SAS @ LAC	11/19/2022	L	48	102.1	124.0	-21.9	61.1	1.47	16.4	33.3	75.0	51.6	15.8	45.4	50.4	95.50	40.7
LAC	LAC vs. SAS	11/19/2022	W	48	124.0	102.1	21.9	72.7	2.46	23.2	25.0	66.7	48.4	13.5	67.3	66.6	95.50	59.3
DEN	DEN @ DAL	11/18/2022	L	48	103.1	135.1	-32.0	63.2	1.85	17.9	26.8	81.3	46.6	13.5	47.8	50.6	95.00	32.8
PHX	PHX @ UTA	11/18/2022	L	48	127.9	131.4	-3.5	59.2	2.07	19.5	39.1	69.6	54.3	13.5	56.9	62.5	103.00	52.4
DAL	DAL vs. DEN	11/18/2022	W	48	135.1	103.1	32.0	63.0	2.90	22.5	18.8	73.2	53.4	10.6	68.2	71.1	95.00	67.2
WAS	WAS vs. MIA	11/18/2022	W	53	99.1	98.1	0.9	80.5	2.06	21.7	19.3	74.2	48.8	14.8	50.5	52.4	97.81	52.1
HOU	HOU vs. IND	11/18/2022	L	48	93.8	102.1	-8.2	51.7	0.88	11.4	36.2	73.1	53.6	17.5	37.2	45.5	97.00	40.7
GSW	GSW vs. NYK	11/18/2022	W	48	108.8	98.1	10.8	78.0	1.78	21.2	31.5	70.7	51.8	17.6	54.9	55.6	102.50	55.4
CHA	CHA @ CLE	11/18/2022	L	58	105.2	113.8	-8.6	54.5	1.50	14.7	33.3	78.7	51.7	13.8	46.4	50.6	96.00	41.3
PHI	PHI vs. MIL	11/18/2022	W	48	107.8	100.0	7.8	70.0	1.56	20.4	16.3	77.4	50.0	17.6	59.6	61.5	102.00	55.5
CHI	CHI vs. ORL	11/18/2022	L	48	109.2	111.3	-2.2	65.9	2.45	19.3	30.0	82.5	53.3	11.2	48.9	53.5	97.50	50.8
ORL	ORL @ CHI	11/18/2022	W	48	111.3	109.2	2.2	65.8	1.56	19.4	17.5	70.0	46.7	16.5	57.1	62.3	97.50	49.2
DET	DET @ LAL	11/18/2022	L	48	114.2	120.8	-6.6	62.8	2.45	18.6	24.0	78.9	47.7	10.4	52.7	57.0	106.00	43.1
MEM	MEM vs. OKC	11/18/2022	W	48	118.6	106.8	11.8	66.7	2.36	17.6	35.0	79.2	55.8	10.8	49.5	54.7	102.50	53.1
BOS	BOS @ NOP	11/18/2022	W	48	117.0	110.1	6.9	68.3	1.65	19.9	28.9	82.2	55.6	17.0	60.0	63.3	99.50	53.2
MIA	MIA @ WAS	11/18/2022	L	53	98.1	99.1	-0.9	65.7	2.30	15.6	25.8	80.7	51.2	9.3	41.3	47.3	97.81	47.9
IND	IND @ HOU	11/18/2022	W	48	102.1	93.8	8.2	75.8	1.67	18.4	26.9	63.8	46.4	15.5	47.6	52.7	97.00	59.3
LAL	LAL vs. DET	11/18/2022	W	48	120.8	114.2	6.6	67.4	1.81	20.3	21.1	76.0	52.3	15.1	59.6	66.9	106.00	56.9
MIL	MIL @ PHI	11/18/2022	L	48	100.0	107.8	-7.8	53.7	1.69	16.2	22.6	83.7	50.0	12.7	52.2	51.4	102.00	44.5
CLE	CLE vs. CHA	11/18/2022	W	58	113.8	105.2	8.6	51.0	1.25	16.8	21.3	66.7	48.3	17.2	57.6	62.2	96.00	58.7
UTA	UTA vs. PHX	11/18/2022	W	48	131.4	127.9	3.5	62.7	1.88	21.6	30.4	60.9	45.7	16.7	64.8	66.0	103.00	47.6
NYK	NYK @ GSW	11/18/2022	L	48	98.1	108.8	-10.8	53.3	1.00	11.8	29.3	68.5	48.2	15.5	39.7	49.5	102.50	44.6
OKC	OKC @ MEM	11/18/2022	L	48	106.8	118.6	-11.8	75.6	3.09	23.0	20.8	65.0	44.2	10.7	52.6	54.5	102.50	46.9
NOP	NOP vs. BOS	11/18/2022	L	48	110.1	117.0	-6.9	55.8	1.85	18.3	17.8	71.1	44.4	13.1	56.9	58.8	99.50	46.8
BKN	BKN @ POR	11/17/2022	W	48	109.0	107.0	2.0	80.0	1.88	23.0	20.5	72.1	52.0	17.0	57.6	61.2	100.00	56.8
POR	POR vs. BKN	11/17/2022	L	48	107.0	109.0	-2.0	61.1	2.20	15.8	27.9	79.5	48.0	10.0	45.7	51.0	100.00	43.2
SAS	SAS @ SAC	11/17/2022	L	48	113.1	131.3	-18.2	63.0	1.53	21.2	22.5	77.1	48.0	19.2	61.3	62.7	99.00	42.1
SAC	SAC vs. SAS	11/17/2022	W	48	131.3	113.1	18.2	58.3	2.33	20.7	22.9	77.5	52.0	12.1	65.1	69.5	99.00	57.9
DET	DET @ LAC	11/17/2022	L	48	93.8	99.0	-5.2	45.5	1.15	11.8	25.4	70.0	45.9	13.4	40.9	46.2	97.00	45.6
LAC	LAC vs. DET	11/17/2022	W	48	99.0	93.8	5.2	51.5	0.94	13.2	30.0	74.6	54.1	18.6	47.5	52.4	97.00	54.4
BOS	BOS @ ATL	11/16/2022	W	48	124.8	98.1	26.7	60.4	1.93	21.2	17.5	73.8	51.5	14.9	66.5	68.2	102.00	60.9
NOP	NOP vs. CHI	11/16/2022	W	48	126.5	111.1	15.4	69.8	2.00	21.1	31.8	76.6	54.9	15.3	60.6	64.9	98.50	57.7
MIL	MIL vs. CLE	11/16/2022	W	48	120.2	103.2	17.1	63.4	1.86	18.6	39.2	83.7	61.0	14.9	57.0	57.7	94.50	55.5
TOR	TOR vs. MIA	11/16/2022	W	48	119.1	111.8	7.3	52.3	1.64	16.9	42.2	81.8	59.0	14.9	55.2	58.5	93.50	55.0
MIN	MIN @ ORL	11/16/2022	W	48	124.8	106.9	17.8	60.9	2.55	20.3	22.2	68.6	46.9	10.9	59.1	62.8	101.00	61.6
CHI	CHI @ NOP	11/16/2022	L	48	111.1	126.5	-15.4	56.8	2.08	18.7	23.4	68.2	45.1	12.1	55.6	57.0	98.50	42.3
NYK	NYK @ DEN	11/16/2022	W	48	112.8	109.6	3.2	64.9	3.00	18.6	23.5	75.0	48.5	8.5	48.8	54.3	94.00	57.3
OKC	OKC @ WAS	11/16/2022	W	48	119.8	118.8	1.0	54.5	1.60	17.9	22.5	69.0	46.3	14.9	64.2	65.4	101.00	47.0
WAS	WAS vs. OKC	11/16/2022	L	48	118.8	119.8	-1.0	72.7	1.68	21.9	31.0	77.5	53.7	18.8	61.0	64.2	101.00	53.0
HOU	HOU @ DAL	11/16/2022	W	48	103.1	93.9	9.2	60.0	0.91	16.0	29.3	73.2	57.1	23.5	53.3	59.0	98.00	63.3
MIA	MIA @ TOR	11/16/2022	L	48	111.8	119.1	-7.3	52.8	0.83	16.1	18.2	57.8	41.0	24.7	64.4	68.7	93.50	45.0
PHX	PHX vs. GSW	11/16/2022	W	48	121.5	111.2	10.3	75.0	2.06	22.3	18.6	82.0	52.7	15.0	63.4	67.0	107.00	56.1
CLE	CLE @ MIL	11/16/2022	L	48	103.2	120.2	-17.1	61.1	2.75	17.7	16.3	60.8	39.0	8.4	50.0	53.6	94.50	44.5
ATL	ATL vs. BOS	11/16/2022	L	48	98.1	124.8	-26.7	50.0	2.33	15.0	26.2	82.5	48.5	8.7	45.0	47.3	102.00	39.1
DEN	DEN vs. NYK	11/16/2022	L	48	109.6	112.8	-3.2	50.0	1.20	14.5	25.0	76.5	51.5	16.0	52.4	56.7	94.00	42.7
CHA	CHA vs. IND	11/16/2022	L	48	107.6	120.2	-12.6	67.4	1.61	19.1	37.3	79.5	55.6	17.1	52.1	55.4	104.50	43.3
ORL	ORL vs. MIN	11/16/2022	L	48	106.9	124.8	-17.8	50.0	1.31	15.3	31.4	77.8	53.1	15.8	50.0	53.7	101.00	38.4
DAL	DAL vs. HOU	11/16/2022	L	48	93.9	103.1	-9.2	67.7	3.50	15.2	26.8	70.7	42.9	6.1	36.3	41.7	98.00	36.7
GSW	GSW @ PHX	11/16/2022	L	48	111.2	121.5	-10.3	71.4	1.76	20.5	18.0	81.4	47.3	15.9	55.4	59.8	107.00	43.9
IND	IND @ CHA	11/16/2022	W	48	120.2	107.6	12.6	61.4	1.93	19.4	20.5	62.7	44.4	13.5	60.4	65.3	104.50	56.7
MEM	MEM @ NOP	11/15/2022	L	48	103.0	115.3	-12.3	42.1	1.45	12.1	29.8	80.0	53.3	11.1	46.2	49.5	98.50	43.0
POR	POR vs. SAS	11/15/2022	W	48	120.6	112.2	8.4	53.7	1.29	16.9	27.5	71.1	50.6	17.5	61.4	64.7	97.50	51.5
SAC	SAC vs. BKN	11/15/2022	W	48	140.4	111.0	29.4	69.6	2.29	24.2	34.1	87.8	61.0	15.6	70.2	72.9	109.00	61.1
SAS	SAS @ POR	11/15/2022	L	48	112.2	120.6	-8.4	77.3	1.79	23.6	28.9	72.5	49.4	19.4	57.1	59.5	97.50	48.5
LAC	LAC @ DAL	11/15/2022	L	48	106.3	109.6	-3.3	67.6	1.10	18.9	12.1	82.4	54.8	22.1	62.5	66.9	94.50	52.4
BKN	BKN @ SAC	11/15/2022	L	48	111.0	140.4	-29.4	62.5	1.47	18.0	12.2	65.9	39.0	15.6	56.2	63.3	109.00	38.9
NYK	NYK @ UTA	11/15/2022	W	48	114.6	107.8	6.8	59.1	1.86	17.8	32.1	67.3	49.0	13.6	53.2	56.7	103.00	50.5
NOP	NOP vs. MEM	11/15/2022	W	48	115.3	103.0	12.3	72.1	3.10	22.3	20.0	70.2	46.7	10.2	57.1	58.7	98.50	57.0
DAL	DAL vs. LAC	11/15/2022	W	48	109.6	106.3	3.3	57.1	1.67	16.3	17.6	87.9	45.2	12.8	54.4	56.9	94.50	47.6
UTA	UTA vs. NYK	11/15/2022	L	48	107.8	114.6	-6.8	80.6	1.38	19.6	32.7	67.9	51.0	20.4	51.8	57.7	103.00	49.5
CHA	CHA @ ORL	11/14/2022	W	48	116.7	110.5	6.1	52.4	1.69	16.3	37.5	51.9	45.1	13.5	51.7	56.8	95.50	56.4
DET	DET vs. TOR	11/14/2022	L	48	111.0	116.2	-5.2	65.7	1.21	16.3	37.5	69.0	52.2	19.0	51.9	57.9	99.50	44.1
ATL	ATL @ MIL	11/14/2022	W	48	119.8	103.9	15.9	52.3	2.56	16.7	28.0	67.3	48.0	8.9	51.6	57.5	101.50	58.9
OKC	OKC @ BOS	11/14/2022	L	48	108.0	112.5	-4.5	44.7	1.05	14.4	26.4	79.2	52.8	17.7	53.6	56.9	112.50	45.1
MIA	MIA vs. PHX	11/14/2022	W	48	124.2	123.1	1.1	60.5	1.53	17.2	43.5	51.9	48.0	16.5	54.8	60.1	91.00	53.5
BOS	BOS vs. OKC	11/14/2022	W	48	112.5	108.0	4.5	54.3	1.79	16.9	20.8	73.6	47.2	12.5	53.1	57.9	112.50	54.9
TOR	TOR @ DET	11/14/2022	W	48	116.2	111.0	5.2	67.5	1.59	19.4	31.0	62.5	47.8	17.2	53.7	61.0	99.50	55.9
LAC	LAC @ HOU	11/14/2022	W	48	120.8	105.0	15.8	61.0	1.47	18.1	28.6	71.7	52.6	16.8	59.3	63.9	101.00	57.8
PHX	PHX @ MIA	11/14/2022	L	48	123.1	124.2	-1.1	45.8	1.57	15.9	48.1	56.5	52.0	15.4	55.6	55.6	91.00	46.5
SAS	SAS @ GSW	11/14/2022	L	48	94.1	130.7	-36.6	50.0	0.95	12.2	41.8	80.5	56.5	18.8	41.0	43.8	101.00	28.9
GSW	GSW vs. SAS	11/14/2022	W	48	130.7	94.1	36.6	74.5	2.69	24.3	19.5	58.2	43.5	12.9	66.5	69.4	101.00	71.1
MIL	MIL vs. ATL	11/14/2022	L	48	103.9	119.8	-15.9	61.8	1.24	15.0	32.7	72.0	52.0	16.7	45.1	53.0	101.50	41.1
HOU	HOU vs. LAC	11/14/2022	L	48	105.0	120.8	-15.8	51.3	1.43	14.7	28.3	71.4	47.4	13.9	50.6	53.2	101.00	42.2
ORL	ORL vs. CHA	11/14/2022	L	48	110.5	116.7	-6.1	63.9	1.05	16.1	48.1	62.5	54.9	23.2	48.9	53.5	95.50	43.6
MIN	MIN @ CLE	11/13/2022	W	48	130.3	122.8	7.5	65.2	2.31	21.4	28.2	69.1	52.1	13.1	63.4	66.5	100.00	56.6
CLE	CLE vs. MIN	11/13/2022	L	48	122.8	130.3	-7.5	55.0	2.20	15.7	30.9	71.8	47.9	9.9	54.5	58.4	100.00	43.4
CHI	CHI vs. DEN	11/13/2022	L	48	102.0	126.0	-24.0	60.0	1.26	17.9	23.8	85.7	51.9	18.8	53.1	57.1	100.50	39.0
UTA	UTA @ PHI	11/13/2022	L	48	101.0	107.1	-6.1	62.2	1.28	15.5	45.2	76.1	58.3	18.6	45.2	47.1	97.50	39.2
