TEAM	MATCH_UP	GAME_DATE	W_L	MIN	PTS	FGM	FGA	FG	3PM	3PA	3P	FTM	FTA	FT	OREB	DREB	REB	AST	TOV	STL	BLK	PF	+/-
HOU	HOU @ DET	12/18/2021	W	48	116	46	93	49.5	14	38	36.8	10	17	58.8	13	34	47	27	19	15	5	18	9
GSW	GSW @ TOR	12/18/2021	L	48	100	37	79	46.8	11	36	30.6	15	21	71.4	11	36	47	26	20	5	5	21	-19
ORL	ORL vs. MIA	12/17/2021	L	48	105	43	89	48.3	11	32	34.4	8	10	80.0	9	27	36	23	11	10	5	19	-10
MIA	MIA @ ORL	12/17/2021	W	48	115	41	82	50.0	19	35	54.3	14	19	73.7	14	32	46	25	17	5	5	14	10
LAL	LAL @ MIN	12/17/2021	L	48	92	30	78	38.5	12	43	27.9	20	29	69.0	1	35	36	26	18	6	7	22	-18
MEM	MEM @ SAC	12/17/2021	W	48	124	45	97	46.4	13	24	54.2	21	27	77.8	12	38	50	25	13	11	3	21	19
MIL	MIL @ NOP	12/17/2021	L	53	112	45	104	43.3	14	47	29.8	8	10	80.0	12	32	44	16	13	12	5	19	-4
MIN	MIN vs. LAL	12/17/2021	W	48	110	41	98	41.8	12	44	27.3	16	24	66.7	15	46	61	23	15	13	6	25	18
DEN	DEN @ ATL	12/17/2021	W	48	133	50	86	58.1	17	38	44.7	16	18	88.9	4	34	38	35	17	9	7	22	18
SAC	SAC vs. MEM	12/17/2021	L	48	105	36	88	40.9	13	35	37.1	20	26	76.9	10	35	45	21	18	5	6	20	-19
ATL	ATL vs. DEN	12/17/2021	L	48	115	41	88	46.6	7	24	29.2	26	34	76.5	10	27	37	22	15	6	3	17	-18
BOS	BOS vs. GSW	12/17/2021	L	48	107	36	82	43.9	15	41	36.6	20	29	69.0	11	34	45	20	16	5	2	19	-4
CHA	CHA @ POR	12/17/2021	L	48	116	44	92	47.8	13	37	35.1	15	18	83.3	10	28	38	29	13	8	4	19	-9
UTA	UTA vs. SAS	12/17/2021	L	48	126	46	93	49.5	13	37	35.1	21	26	80.8	13	37	50	26	13	5	6	18	-2
POR	POR vs. CHA	12/17/2021	W	48	125	44	85	51.8	21	47	44.7	16	18	88.9	7	34	41	27	17	7	6	20	9
GSW	GSW @ BOS	12/17/2021	W	48	111	39	90	43.3	16	46	34.8	17	21	81.0	12	33	45	27	14	9	8	25	4
SAS	SAS @ UTA	12/17/2021	W	48	128	50	100	50.0	15	41	36.6	13	18	72.2	11	32	43	27	7	8	4	18	2
NOP	NOP vs. MIL	12/17/2021	W	53	116	42	89	47.2	13	37	35.1	19	30	63.3	13	44	57	34	20	10	3	13	4
WAS	WAS @ PHX	12/16/2021	L	48	98	40	82	48.8	6	21	28.6	12	19	63.2	6	26	32	22	16	11	3	21	-20
NYK	NYK @ HOU	12/16/2021	W	48	116	39	83	47.0	17	36	47.2	21	25	84.0	15	25	40	25	12	8	6	26	13
PHX	PHX vs. WAS	12/16/2021	W	48	118	42	79	53.2	9	29	31.0	25	26	96.2	9	38	47	25	20	9	2	23	20
DET	DET @ IND	12/16/2021	L	48	113	40	81	49.4	7	25	28.0	26	30	86.7	6	31	37	20	12	6	4	23	-9
PHI	PHI @ BKN	12/16/2021	L	48	105	39	89	43.8	10	34	29.4	17	20	85.0	5	33	38	19	9	10	4	22	-9
HOU	HOU vs. NYK	12/16/2021	L	48	103	34	68	50.0	11	32	34.4	24	30	80.0	5	24	29	29	19	4	4	25	-13
BKN	BKN vs. PHI	12/16/2021	W	48	114	44	89	49.4	11	23	47.8	15	16	93.8	10	38	48	21	15	4	3	15	9
IND	IND vs. DET	12/16/2021	W	48	122	45	91	49.5	7	32	21.9	25	28	89.3	8	33	41	26	9	6	7	21	9
MIA	MIA @ PHI	12/15/2021	W	48	101	35	78	44.9	18	44	40.9	13	17	76.5	9	35	44	25	18	5	3	18	5
HOU	HOU @ CLE	12/15/2021	L	48	89	30	78	38.5	5	29	17.2	24	35	68.6	10	31	41	20	17	13	1	21	-35
DEN	DEN vs. MIN	12/15/2021	L	48	107	38	84	45.2	14	39	35.9	17	23	73.9	9	33	42	33	18	5	3	15	-17
MEM	MEM @ POR	12/15/2021	W	48	113	39	82	47.6	11	32	34.4	24	30	80.0	11	42	53	22	16	10	5	21	10
MIN	MIN @ DEN	12/15/2021	W	48	124	45	88	51.1	23	48	47.9	11	16	68.8	6	33	39	24	12	10	5	23	17
IND	IND @ MIL	12/15/2021	L	48	99	39	83	47.0	11	38	28.9	10	11	90.9	11	34	45	24	19	6	6	16	-15
POR	POR vs. MEM	12/15/2021	L	48	103	31	82	37.8	15	38	39.5	26	28	92.9	5	33	38	18	15	9	6	21	-10
PHI	PHI vs. MIA	12/15/2021	L	48	96	35	79	44.3	12	37	32.4	14	17	82.4	4	31	35	26	11	9	5	19	-5
ATL	ATL @ ORL	12/15/2021	W	48	111	42	85	49.4	11	31	35.5	16	16	100	6	34	40	25	13	11	5	16	12
WAS	WAS @ SAC	12/15/2021	L	48	105	42	89	47.2	5	24	20.8	16	21	76.2	7	32	39	20	11	8	3	22	-14
MIL	MIL vs. IND	12/15/2021	W	48	114	44	90	48.9	14	29	48.3	12	15	80.0	10	28	38	25	9	10	3	11	15
LAC	LAC @ UTA	12/15/2021	L	48	103	40	85	47.1	10	30	33.3	13	20	65.0	8	34	42	24	16	6	5	22	-21
SAS	SAS vs. CHA	12/15/2021	L	48	115	39	90	43.3	12	37	32.4	25	25	100	11	27	38	27	8	5	3	14	-16
CLE	CLE vs. HOU	12/15/2021	W	48	124	45	80	56.3	18	40	45.0	16	24	66.7	9	35	44	26	17	6	5	25	35
ORL	ORL vs. ATL	12/15/2021	L	48	99	35	90	38.9	10	35	28.6	19	21	90.5	12	34	46	25	17	4	2	17	-12
DAL	DAL vs. LAL	12/15/2021	L	53	104	39	98	39.8	12	44	27.3	14	17	82.4	8	43	51	22	11	4	3	21	-3
SAC	SAC vs. WAS	12/15/2021	W	48	119	45	82	54.9	8	26	30.8	21	29	72.4	6	33	39	25	11	7	6	21	14
OKC	OKC vs. NOP	12/15/2021	L	48	110	39	93	41.9	13	35	37.1	19	19	100	8	34	42	22	8	8	4	25	-3
LAL	LAL @ DAL	12/15/2021	W	53	107	39	90	43.3	15	39	38.5	14	18	77.8	4	42	46	24	14	8	2	20	3
NOP	NOP @ OKC	12/15/2021	W	48	113	39	80	48.8	11	28	39.3	24	36	66.7	10	39	49	23	12	6	3	19	3
UTA	UTA vs. LAC	12/15/2021	W	48	124	47	89	52.8	15	37	40.5	15	20	75.0	8	36	44	26	10	11	4	18	21
CHA	CHA @ SAS	12/15/2021	W	48	131	51	86	59.3	18	34	52.9	11	16	68.8	9	39	48	34	13	3	4	16	16
BKN	BKN vs. TOR	12/14/2021	W	53	131	50	103	48.5	14	39	35.9	17	23	73.9	19	41	60	28	18	7	5	20	2
GSW	GSW @ NYK	12/14/2021	W	48	105	35	77	45.5	15	40	37.5	20	27	74.1	7	42	49	28	12	3	6	22	9
POR	POR vs. PHX	12/14/2021	L	53	107	40	96	41.7	13	41	31.7	14	22	63.6	12	36	48	23	14	7	3	18	-4
TOR	TOR @ BKN	12/14/2021	L	53	129	48	105	45.7	18	52	34.6	15	19	78.9	13	28	41	26	12	6	6	21	-2
NYK	NYK vs. GSW	12/14/2021	L	48	96	30	83	36.1	16	42	38.1	20	22	90.9	4	31	35	18	9	6	6	21	-9
PHX	PHX @ POR	12/14/2021	W	53	111	44	93	47.3	11	31	35.5	12	15	80.0	8	41	49	30	14	7	0	24	4
MIL	MIL @ BOS	12/13/2021	L	48	103	40	90	44.4	11	36	30.6	12	15	80.0	11	34	45	22	14	8	3	14	-14
ATL	ATL vs. HOU	12/13/2021	L	48	126	42	85	49.4	15	39	38.5	27	31	87.1	8	32	40	20	12	9	6	26	-6
CHA	CHA @ DAL	12/13/2021	L	48	96	34	86	39.5	13	37	35.1	15	24	62.5	18	20	38	22	10	8	2	18	-24
PHX	PHX @ LAC	12/13/2021	L	48	95	36	96	37.5	7	29	24.1	16	19	84.2	13	28	41	22	11	10	3	23	-16
PHI	PHI @ MEM	12/13/2021	L	48	91	37	83	44.6	4	22	18.2	13	19	68.4	5	33	38	22	15	5	10	19	-35
MEM	MEM vs. PHI	12/13/2021	W	48	126	47	89	52.8	14	34	41.2	18	23	78.3	11	39	50	29	11	12	6	20	35
TOR	TOR vs. SAC	12/13/2021	W	48	124	53	98	54.1	11	31	35.5	7	10	70.0	8	38	46	28	10	10	8	19	23
BOS	BOS vs. MIL	12/13/2021	W	48	117	43	86	50.0	20	47	42.6	11	13	84.6	7	33	40	31	13	6	5	15	14
LAC	LAC vs. PHX	12/13/2021	W	48	111	43	78	55.1	9	21	42.9	16	23	69.6	8	37	45	24	17	5	7	20	16
IND	IND vs. GSW	12/13/2021	L	48	100	35	87	40.2	7	30	23.3	23	31	74.2	13	29	42	16	10	11	5	18	-2
HOU	HOU @ ATL	12/13/2021	W	48	132	46	96	47.9	19	46	41.3	21	27	77.8	12	33	45	27	11	8	5	24	6
DAL	DAL vs. CHA	12/13/2021	W	48	120	43	83	51.8	19	41	46.3	15	17	88.2	14	36	50	28	13	4	8	19	24
WAS	WAS @ DEN	12/13/2021	L	48	107	41	90	45.6	12	34	35.3	13	21	61.9	6	35	41	25	10	7	5	26	-6
GSW	GSW @ IND	12/13/2021	W	48	102	42	84	50.0	8	30	26.7	10	14	71.4	9	38	47	21	18	6	6	25	2
DEN	DEN vs. WAS	12/13/2021	W	48	113	37	79	46.8	10	32	31.3	29	33	87.9	4	45	49	26	13	8	2	19	6
SAC	SAC @ TOR	12/13/2021	L	48	101	38	94	40.4	11	34	32.4	14	21	66.7	19	34	53	21	17	5	4	16	-23
CLE	CLE vs. MIA	12/13/2021	W	48	105	36	81	44.4	16	36	44.4	17	18	94.4	8	34	42	24	14	6	1	16	11
MIA	MIA @ CLE	12/13/2021	L	48	94	38	85	44.7	13	40	32.5	5	9	55.6	11	28	39	26	16	4	4	15	-11
LAL	LAL vs. ORL	12/12/2021	W	48	106	41	84	48.8	13	28	46.4	11	17	64.7	6	38	44	24	14	12	11	17	12
MIN	MIN @ POR	12/12/2021	W	48	116	38	85	44.7	14	36	38.9	26	32	81.3	10	32	42	23	17	9	2	22	5
NOP	NOP @ SAS	12/12/2021	L	48	97	40	94	42.6	8	29	27.6	9	15	60.0	11	31	42	24	14	8	4	17	-15
MIL	MIL @ NYK	12/12/2021	W	48	112	42	88	47.7	14	41	34.1	14	17	82.4	12	34	46	27	15	11	1	12	15
NYK	NYK vs. MIL	12/12/2021	L	48	97	35	82	42.7	17	49	34.7	10	13	76.9	8	29	37	27	17	12	2	16	-15
BKN	BKN @ DET	12/12/2021	W	48	116	41	87	47.1	11	28	39.3	23	25	92.0	8	35	43	28	18	8	6	20	12
ORL	ORL @ LAL	12/12/2021	L	48	94	33	88	37.5	13	38	34.2	15	19	78.9	14	33	47	17	19	6	4	13	-12
DET	DET vs. BKN	12/12/2021	L	48	104	39	92	42.4	14	37	37.8	12	18	66.7	8	32	40	24	21	11	5	22	-12
POR	POR vs. MIN	12/12/2021	L	48	111	37	81	45.7	18	48	37.5	19	28	67.9	12	33	45	25	19	9	8	25	-5
DAL	DAL @ OKC	12/12/2021	W	48	103	38	90	42.2	9	33	27.3	18	23	78.3	10	44	54	25	9	5	5	18	19
OKC	OKC vs. DAL	12/12/2021	L	48	84	30	80	37.5	13	37	35.1	11	16	68.8	3	36	39	19	11	3	7	25	-19
SAS	SAS vs. NOP	12/12/2021	W	48	112	45	91	49.5	7	25	28.0	15	20	75.0	15	40	55	31	14	11	5	19	15
SAS	SAS vs. DEN	12/11/2021	L	48	112	41	89	46.1	10	27	37.0	20	29	69.0	14	31	45	28	17	4	4	18	-15
PHI	PHI vs. GSW	12/11/2021	W	48	102	35	76	46.1	9	27	33.3	23	26	88.5	5	39	44	19	13	7	5	16	9
ORL	ORL @ LAC	12/11/2021	L	48	104	35	80	43.8	12	33	36.4	22	24	91.7	10	35	45	21	11	4	5	11	-2
SAC	SAC @ CLE	12/11/2021	L	48	103	41	93	44.1	7	28	25.0	14	22	63.6	11	37	48	19	17	8	6	21	-14
DEN	DEN @ SAS	12/11/2021	W	48	127	47	93	50.5	20	43	46.5	13	14	92.9	10	31	41	33	12	9	8	25	15
GSW	GSW @ PHI	12/11/2021	L	48	93	34	85	40.0	12	48	25.0	13	18	72.2	10	32	42	21	13	5	5	22	-9
MIA	MIA vs. CHI	12/11/2021	W	48	118	46	93	49.5	19	43	44.2	7	9	77.8	12	38	50	37	10	8	6	21	26
WAS	WAS vs. UTA	12/11/2021	L	48	98	41	89	46.1	8	25	32.0	8	14	57.1	9	30	39	17	13	3	3	15	-25
CHI	CHI @ MIA	12/11/2021	L	48	92	31	83	37.3	17	40	42.5	13	20	65.0	7	27	34	22	16	5	3	15	-26
CLE	CLE vs. SAC	12/11/2021	W	48	117	41	88	46.6	12	31	38.7	23	28	82.1	7	40	47	27	14	13	6	24	14
LAC	LAC vs. ORL	12/11/2021	W	48	106	42	92	45.7	18	36	50.0	4	6	66.7	12	33	45	27	8	7	1	17	2
UTA	UTA @ WAS	12/11/2021	W	48	123	48	93	51.6	13	39	33.3	14	17	82.4	12	37	49	28	9	5	5	14	25
MEM	MEM vs. HOU	12/11/2021	W	48	113	40	80	50.0	11	29	37.9	22	36	61.1	9	29	38	22	11	10	3	24	7
HOU	HOU @ MEM	12/11/2021	L	48	106	38	77	49.4	11	33	33.3	19	29	65.5	12	28	40	25	16	5	6	25	-7
LAL	LAL @ OKC	12/10/2021	W	48	116	41	87	47.1	19	42	45.2	15	20	75.0	12	35	47	23	16	12	3	14	21
NOP	NOP vs. DET	12/10/2021	W	48	109	41	95	43.2	13	37	35.1	14	16	87.5	15	45	60	29	16	6	4	16	16
MIN	MIN vs. CLE	12/10/2021	L	48	106	36	92	39.1	11	39	28.2	23	28	82.1	10	30	40	24	14	9	5	19	-17
PHX	PHX vs. BOS	12/10/2021	W	48	111	43	96	44.8	14	38	36.8	11	11	100	14	39	53	25	12	4	9	21	21
TOR	TOR vs. NYK	12/10/2021	W	48	90	30	87	34.5	12	35	34.3	18	23	78.3	12	36	48	21	8	9	7	19	3
DET	DET @ NOP	12/10/2021	L	48	93	35	90	38.9	12	37	32.4	11	12	91.7	7	31	38	22	13	7	6	15	-16
MIL	MIL @ HOU	12/10/2021	W	48	123	42	83	50.6	15	39	38.5	24	32	75.0	13	35	48	19	15	11	8	21	9
ATL	ATL vs. BKN	12/10/2021	L	48	105	37	94	39.4	11	34	32.4	20	24	83.3	16	33	49	21	15	10	3	19	-8
DAL	DAL @ IND	12/10/2021	L	48	93	39	84	46.4	4	29	13.8	11	12	91.7	12	25	37	18	14	7	2	18	-13
HOU	HOU vs. MIL	12/10/2021	L	48	114	42	89	47.2	19	46	41.3	11	20	55.0	12	28	40	30	16	9	4	28	-9
CLE	CLE @ MIN	12/10/2021	W	48	123	46	85	54.1	13	33	39.4	18	22	81.8	6	41	47	34	17	8	7	23	17
BKN	BKN @ ATL	12/10/2021	W	48	113	46	93	49.5	6	23	26.1	15	16	93.8	9	32	41	26	14	9	7	22	8
SAC	SAC @ CHA	12/10/2021	L	48	123	48	101	47.5	14	41	34.1	13	17	76.5	20	28	48	22	14	11	4	20	-1
BOS	BOS @ PHX	12/10/2021	L	48	90	35	93	37.6	4	26	15.4	16	24	66.7	15	31	46	13	13	7	6	17	-21
CHA	CHA vs. SAC	12/10/2021	W	48	124	48	87	55.2	14	35	40.0	14	20	70.0	11	28	39	29	16	9	8	20	1
IND	IND vs. DAL	12/10/2021	W	48	106	41	87	47.1	13	36	36.1	11	12	91.7	13	31	44	28	13	7	3	19	13
OKC	OKC vs. LAL	12/10/2021	L	48	95	38	96	39.6	10	44	22.7	9	14	64.3	19	32	51	21	15	9	3	17	-21
NYK	NYK @ TOR	12/10/2021	L	48	87	29	81	35.8	9	34	26.5	20	24	83.3	14	41	55	18	15	4	2	17	-3
PHI	PHI vs. UTA	12/09/2021	L	48	96	38	88	43.2	6	33	18.2	14	15	93.3	6	28	34	17	12	9	4	20	-22
LAL	LAL @ MEM	12/09/2021	L	48	95	36	78	46.2	12	30	40.0	11	17	64.7	7	38	45	26	22	8	6	15	-13
DEN	DEN @ SAS	12/09/2021	L	48	111	42	94	44.7	15	39	38.5	12	13	92.3	5	28	33	29	9	7	5	21	-12
MEM	MEM vs. LAL	12/09/2021	W	48	108	41	94	43.6	14	42	33.3	12	18	66.7	14	33	47	28	13	18	5	14	13
SAS	SAS vs. DEN	12/09/2021	W	48	123	46	88	52.3	15	35	42.9	16	22	72.7	14	40	54	32	14	5	7	21	12
UTA	UTA @ PHI	12/09/2021	W	48	118	43	91	47.3	15	40	37.5	17	24	70.8	16	36	52	22	12	7	5	14	22
UTA	UTA @ MIN	12/08/2021	W	48	136	50	88	56.8	25	54	46.3	11	15	73.3	6	42	48	26	15	6	4	20	32
MEM	MEM vs. DAL	12/08/2021	L	48	96	36	90	40.0	9	31	29.0	15	25	60.0	12	28	40	23	13	14	3	23	-8
TOR	TOR vs. OKC	12/08/2021	L	48	109	42	93	45.2	15	41	36.6	10	15	66.7	13	33	46	27	13	6	5	19	-1
DET	DET vs. WAS	12/08/2021	L	53	116	37	79	46.8	13	24	54.2	29	35	82.9	7	30	37	22	16	9	4	26	-3
OKC	OKC @ TOR	12/08/2021	W	48	110	38	84	45.2	17	40	42.5	17	20	85.0	7	33	40	28	14	12	3	18	1
MIL	MIL @ MIA	12/08/2021	L	48	104	36	85	42.4	12	39	30.8	20	27	74.1	12	29	41	18	19	11	4	20	-9
CHI	CHI @ CLE	12/08/2021	L	48	92	35	84	41.7	7	26	26.9	15	21	71.4	11	26	37	21	18	6	3	17	-23
BOS	BOS @ LAC	12/08/2021	L	48	111	41	86	47.7	10	32	31.3	19	21	90.5	14	33	47	26	23	11	3	21	-3
HOU	HOU vs. BKN	12/08/2021	W	48	114	40	81	49.4	14	41	34.1	20	29	69.0	9	29	38	23	14	9	9	23	10
CHA	CHA vs. PHI	12/08/2021	L	48	106	39	80	48.8	10	29	34.5	18	21	85.7	8	27	35	22	19	7	4	24	-4
ORL	ORL @ SAC	12/08/2021	L	48	130	48	97	49.5	16	34	47.1	18	23	78.3	17	26	43	29	13	2	5	18	-12
NYK	NYK @ IND	12/08/2021	L	48	102	36	86	41.9	9	30	30.0	21	23	91.3	11	25	36	17	13	6	8	20	-20
GSW	GSW vs. POR	12/08/2021	W	48	104	33	83	39.8	14	46	30.4	24	31	77.4	10	37	47	22	16	9	3	19	10
LAC	LAC vs. BOS	12/08/2021	W	48	114	40	85	47.1	14	32	43.8	20	22	90.9	9	29	38	20	20	13	7	18	3
DEN	DEN @ NOP	12/08/2021	W	53	120	45	88	51.1	9	32	28.1	21	27	77.8	5	28	33	28	12	12	4	19	6
PHI	PHI @ CHA	12/08/2021	W	48	110	36	75	48.0	13	34	38.2	25	30	83.3	8	28	36	23	17	6	4	21	4
DAL	DAL @ MEM	12/08/2021	W	48	104	37	77	48.1	12	33	36.4	18	23	78.3	10	37	47	24	19	5	6	21	8
BKN	BKN @ HOU	12/08/2021	L	48	104	35	89	39.3	8	33	24.2	26	31	83.9	14	30	44	18	13	7	3	23	-10
POR	POR @ GSW	12/08/2021	L	48	94	33	80	41.3	8	30	26.7	20	28	71.4	7	35	42	24	16	5	3	24	-10
MIA	MIA vs. MIL	12/08/2021	W	48	113	40	77	51.9	22	47	46.8	11	12	91.7	6	36	42	32	22	6	6	23	9
MIN	MIN vs. UTA	12/08/2021	L	48	104	38	95	40.0	17	47	36.2	11	17	64.7	9	28	37	19	16	9	3	17	-32
CLE	CLE vs. CHI	12/08/2021	W	48	115	44	80	55.0	13	28	46.4	14	16	87.5	5	37	42	28	16	10	8	22	23
WAS	WAS @ DET	12/08/2021	W	53	119	42	88	47.7	12	32	37.5	23	28	82.1	13	32	45	27	17	6	8	21	3
NOP	NOP vs. DEN	12/08/2021	L	53	114	47	90	52.2	11	30	36.7	9	12	75.0	10	36	46	32	25	8	5	22	-6
SAC	SAC vs. ORL	12/08/2021	W	48	142	53	97	54.6	15	34	44.1	21	25	84.0	12	31	43	24	8	8	7	22	12
IND	IND vs. NYK	12/08/2021	W	48	122	46	86	53.5	10	27	37.0	20	25	80.0	9	33	42	27	11	8	4	19	20
BKN	BKN @ DAL	12/07/2021	W	48	102	42	83	50.6	8	26	30.8	10	13	76.9	8	42	50	28	12	3	4	22	3
BOS	BOS @ LAL	12/07/2021	L	48	102	36	82	43.9	10	33	30.3	20	29	69.0	7	27	34	27	13	8	4	16	-15
SAS	SAS vs. NYK	12/07/2021	L	48	109	41	92	44.6	12	31	38.7	15	20	75.0	13	30	43	30	10	5	4	18	-12
NYK	NYK @ SAS	12/07/2021	W	48	121	43	91	47.3	18	38	47.4	17	19	89.5	17	35	52	22	11	7	5	19	12
DAL	DAL vs. BKN	12/07/2021	L	48	99	36	90	40.0	9	46	19.6	18	22	81.8	10	29	39	21	4	6	2	15	-3
LAL	LAL vs. BOS	12/07/2021	W	48	117	48	93	51.6	8	27	29.6	13	17	76.5	13	38	51	25	16	7	4	21	15
MIA	MIA vs. MEM	12/06/2021	L	48	90	35	76	46.1	6	22	27.3	14	17	82.4	7	29	36	26	23	11	6	19	-15
PHI	PHI @ CHA	12/06/2021	W	53	127	46	87	52.9	15	36	41.7	20	27	74.1	8	41	49	28	15	6	9	19	3
OKC	OKC @ DET	12/06/2021	W	48	114	41	82	50.0	9	25	36.0	23	30	76.7	6	34	40	22	11	10	11	13	11
LAC	LAC @ POR	12/06/2021	W	48	102	41	92	44.6	11	36	30.6	9	14	64.3	7	30	37	18	13	8	7	21	12
CHI	CHI vs. DEN	12/06/2021	W	48	109	41	91	45.1	13	35	37.1	14	20	70.0	13	42	55	25	11	4	7	15	12
ATL	ATL @ MIN	12/06/2021	W	48	121	40	90	44.4	25	49	51.0	16	19	84.2	11	38	49	31	12	5	8	20	11
PHX	PHX vs. SAS	12/06/2021	W	48	108	43	94	45.7	10	29	34.5	12	18	66.7	15	34	49	27	17	6	4	20	4
POR	POR vs. LAC	12/06/2021	L	48	90	35	79	44.3	5	22	22.7	15	20	75.0	7	38	45	16	18	6	6	19	-12
MEM	MEM @ MIA	12/06/2021	W	48	105	38	89	42.7	13	33	39.4	16	21	76.2	16	31	47	26	19	11	6	18	15
CHA	CHA vs. PHI	12/06/2021	L	53	124	48	107	44.9	16	46	34.8	12	17	70.6	13	29	42	31	8	6	6	18	-3
SAS	SAS @ PHX	12/06/2021	L	48	104	40	93	43.0	11	29	37.9	13	19	68.4	9	32	41	31	15	12	6	18	-4
GSW	GSW vs. ORL	12/06/2021	W	48	126	43	87	49.4	20	40	50.0	20	29	69.0	7	36	43	28	15	15	2	19	31
DEN	DEN @ CHI	12/06/2021	L	48	97	38	96	39.6	11	32	34.4	10	15	66.7	11	39	50	30	11	5	2	17	-12
MIN	MIN vs. ATL	12/06/2021	L	48	110	39	98	39.8	17	40	42.5	15	19	78.9	16	34	50	22	8	9	5	17	-11
CLE	CLE @ MIL	12/06/2021	L	48	104	35	90	38.9	15	46	32.6	19	20	95.0	7	32	39	27	10	8	4	17	-8
IND	IND vs. WAS	12/06/2021	W	48	116	43	82	52.4	9	23	39.1	21	22	95.5	13	27	40	25	16	10	10	20	6
ORL	ORL @ GSW	12/06/2021	L	48	95	33	76	43.4	11	38	28.9	18	22	81.8	5	33	38	18	23	10	4	20	-31
WAS	WAS @ IND	12/06/2021	L	48	110	43	81	53.1	7	15	46.7	17	21	81.0	9	21	30	25	12	11	2	19	-6
DET	DET vs. OKC	12/06/2021	L	48	103	41	99	41.4	16	41	39.0	5	6	83.3	16	36	52	21	17	8	7	26	-11
MIL	MIL vs. CLE	12/06/2021	W	48	112	40	86	46.5	13	32	40.6	19	24	79.2	8	45	53	21	17	7	5	20	8
HOU	HOU vs. NOP	12/05/2021	W	48	118	39	79	49.4	17	40	42.5	23	29	79.3	11	29	40	24	14	3	3	23	10
NOP	NOP @ HOU	12/05/2021	L	48	108	40	94	42.6	10	38	26.3	18	25	72.0	22	28	50	19	8	9	9	26	-10
WAS	WAS @ TOR	12/05/2021	L	48	90	30	73	41.1	8	25	32.0	22	29	75.9	6	37	43	20	10	4	5	22	-12
ATL	ATL vs. CHA	12/05/2021	L	48	127	48	93	51.6	17	37	45.9	14	18	77.8	10	35	45	29	11	4	3	19	-3
CLE	CLE vs. UTA	12/05/2021	L	48	108	42	91	46.2	14	38	36.8	10	13	76.9	15	30	45	20	14	12	5	8	-1
UTA	UTA @ CLE	12/05/2021	W	48	109	40	90	44.4	20	48	41.7	9	10	90.0	14	32	46	24	17	8	5	14	1
TOR	TOR vs. WAS	12/05/2021	W	48	102	38	85	44.7	8	23	34.8	18	24	75.0	10	37	47	22	8	3	1	24	12
CHA	CHA @ ATL	12/05/2021	W	48	130	46	86	53.5	17	37	45.9	21	28	75.0	7	32	39	21	6	9	3	18	3
BOS	BOS @ POR	12/04/2021	W	48	145	49	87	56.3	21	37	56.8	26	29	89.7	12	34	46	26	12	5	7	21	28
MEM	MEM @ DAL	12/04/2021	W	48	97	37	76	48.7	9	26	34.6	14	24	58.3	10	42	52	20	23	10	5	23	7
DAL	DAL vs. MEM	12/04/2021	L	48	90	31	92	33.7	15	43	34.9	13	19	68.4	14	28	42	19	15	10	1	21	-7
MIL	MIL vs. MIA	12/04/2021	W	48	124	44	98	44.9	18	50	36.0	18	20	90.0	19	38	57	32	14	3	6	22	22
GSW	GSW vs. SAS	12/04/2021	L	48	107	40	90	44.4	13	39	33.3	14	21	66.7	11	34	45	26	13	6	2	18	-5
LAC	LAC @ SAC	12/04/2021	L	48	99	34	89	38.2	13	34	38.2	18	27	66.7	9	38	47	23	18	7	3	24	-5
POR	POR vs. BOS	12/04/2021	L	48	117	42	89	47.2	8	29	27.6	25	32	78.1	9	23	32	22	9	7	2	21	-28
BKN	BKN vs. CHI	12/04/2021	L	48	107	46	111	41.4	8	25	32.0	7	9	77.8	15	40	55	28	7	8	6	19	-4
MIA	MIA @ MIL	12/04/2021	L	48	102	34	84	40.5	17	43	39.5	17	24	70.8	9	30	39	29	15	6	5	17	-22
SAS	SAS @ GSW	12/04/2021	W	48	112	42	88	47.7	12	35	34.3	16	19	84.2	11	34	45	24	12	10	4	17	5
SAC	SAC vs. LAC	12/04/2021	W	48	104	36	86	41.9	12	34	35.3	20	25	80.0	11	40	51	19	17	8	8	25	5
CHI	CHI @ BKN	12/04/2021	W	48	111	41	86	47.7	10	31	32.3	19	27	70.4	7	40	47	22	9	4	10	12	4
NYK	NYK vs. DEN	12/04/2021	L	48	99	35	88	39.8	12	40	30.0	17	21	81.0	16	24	40	23	11	7	3	12	-14
DEN	DEN @ NYK	12/04/2021	W	48	113	44	84	52.4	20	43	46.5	5	5	100	8	34	42	30	13	10	5	19	14
IND	IND vs. MIA	12/03/2021	L	48	104	35	80	43.8	9	36	25.0	25	33	75.8	12	27	39	20	13	7	3	19	-9
GSW	GSW vs. PHX	12/03/2021	W	48	118	45	92	48.9	19	39	48.7	9	12	75.0	11	40	51	30	17	10	8	29	22
NOP	NOP @ DAL	12/03/2021	W	48	107	37	90	41.1	12	30	40.0	21	28	75.0	13	42	55	30	10	5	5	26	16
CLE	CLE @ WAS	12/03/2021	W	48	116	42	89	47.2	13	30	43.3	19	25	76.0	15	39	54	30	16	2	5	19	15
PHX	PHX @ GSW	12/03/2021	L	48	96	31	81	38.3	8	22	36.4	26	35	74.3	9	29	38	23	16	9	3	15	-22
MIA	MIA @ IND	12/03/2021	W	48	113	43	81	53.1	16	34	47.1	11	13	84.6	9	29	38	24	13	5	6	22	9
